"submission_year","tri_facility_id","tri_facility_name","rsei_media","county","state","chemical","industry_sector","new_industry_flag","rsei_score"
2014,"06607BRDGP250EA","SPRAGUE BRIDGEPORT TERMINAL","Stack Air Releases","FAIRFIELD","CT","Cyclohexane","4247 Petroleum Bulk Terminals","True",0.0462657
2008,"06382STHMS141DE","AES THAMES LLC","Direct Water Releases","NEW LONDON","CT","Chromium compounds","2211 Electric Utilities","True",0.0462215
2011,"06852KNGNDSCIEN","KING INDUSTRIES INC","Stack Air Releases","FAIRFIELD","CT","Methanol","325 Chemicals","False",0.0461943
2019,"06010CLNHR51BRO","CLEAN HARBORS OF CONNECTICUT INC","Transfers to POTWs","HARTFORD","CT","Lead compounds","562 Hazardous Waste","True",0.0461381
2018,"06450CNNCX400RE","3M PURIFICATION INC (FORMERLY CUNO INC)","Transfers to POTWs","NEW HAVEN","CT","Methanol","333 Machinery","False",0.04606726
2008,"06492CYRNDSOUTH","ROEHM AMERICA LLC","Fugitive Air Releases","NEW HAVEN","CT","Styrene","325 Chemicals","False",0.046057
2008,"11742PRDSL6LONG","PRIDE SOLVENT & CHEMICAL CO OF NY INC","Stack Air Releases","SUFFOLK","NY","Toluene","339 Miscellaneous Manufacturing","True",0.0460239
2013,"06787WHYCCWATER","WHYCO FINISHING TECHNOLOGIES","Fugitive Air Releases","LITCHFIELD","CT","Nitric acid","332 Fabricated Metals","False",0.0460233
2007,"06492CYRNDSOUTH","ROEHM AMERICA LLC","Fugitive Air Releases","NEW HAVEN","CT","Styrene","325 Chemicals","False",0.0459784
2007,"06382STHMS141DE","AES THAMES LLC","Direct Water Releases","NEW LONDON","CT","Chromium compounds","2211 Electric Utilities","True",0.045933
2009,"11901DCHMN1852O","BERRY SPECIALTY TAPES LLC","Stack Air Releases","SUFFOLK","NY","n-Hexane","322 Paper","False",0.0459262
2008,"06852KNGNDSCIEN","KING INDUSTRIES INC","Stack Air Releases","FAIRFIELD","CT","Zinc compounds","325 Chemicals","False",0.0459087
2019,"06801KNTHL119WO","SANDVIK WIRE AND HEATING TECHNOLOGIES","Transfers to POTWs","FAIRFIELD","CT","Nickel","331 Primary Metals","False",0.0458733
2014,"06516DTSCH14FAR","DEITSCH PLASTIC CO INC","Stack Air Releases","NEW HAVEN","CT","Toluene","313 Textiles","False",0.0458094
2011,"06517GLFLL42850","GULF OIL LP NEW HAVEN TERMINAL","Fugitive Air Releases","NEW HAVEN","CT","Cyclohexane","4247 Petroleum Bulk Terminals","True",0.0457986
2014,"06349NVLSBCRYST","US DOD-NAVAL SUBMARINE BASE NEW LONDON","Direct Water Releases","NEW LONDON","CT","Lead","999 Other","False",0.0457594
2011,"06770DNHMC15EAS","UNIMETAL SURFACE FINISHING LLC","Transfers to POTWs","NEW HAVEN","CT","Nickel compounds","332 Fabricated Metals","False",0.0456844
2018,"06492MRCNCSOUTH","ALLNEX USA INC WALLINGFORD CT SITE","Off-Site Incineration","NEW HAVEN","CT","Toluene","325 Chemicals","False",0.045600590198
2017,"06461BCCNS565BI","BIC CONSUMER PRODUCTS MANUFACTURING CO INC","Fugitive Air Releases","NEW HAVEN","CT","Ammonia","339 Miscellaneous Manufacturing","False",0.0456003
2018,"11747TSCPP586UN","NORTHVILLE INDUSTRIES CORP - HOLTSVILLE TERMINAL","Fugitive Air Releases","SUFFOLK","NY","Cumene","4247 Petroleum Bulk Terminals","True",0.0455455
2015,"06852KNGNDSCIEN","KING INDUSTRIES INC","Stack Air Releases","FAIRFIELD","CT","Methanol","325 Chemicals","False",0.0455251
2019,"11747TSCPP586UN","NORTHVILLE INDUSTRIES CORP - HOLTSVILLE TERMINAL","Fugitive Air Releases","SUFFOLK","NY","Cumene","4247 Petroleum Bulk Terminals","True",0.0455183
2016,"0605WSHRTP29IND","SHURTAPE TECHNOLOGIES LLC","Fugitive Air Releases","LITCHFIELD","CT","Xylene (mixed isomers)","322 Paper","False",0.0454542
2018,"06708LLGHN271RA","ATI FLAT ROLLED PRODUCTS HOLDINGS LLC","Transfers to POTWs","NEW HAVEN","CT","Nickel compounds","331 Primary Metals","False",0.0454039
2016,"06461BCCNS565BI","BIC CONSUMER PRODUCTS MANUFACTURING CO INC","Fugitive Air Releases","NEW HAVEN","CT","Ammonia","339 Miscellaneous Manufacturing","False",0.0453983
2018,"11901TSCCR212SO","UNITED RIVERHEAD TERMINAL INC","Stack Air Releases","SUFFOLK","NY","Toluene","4247 Petroleum Bulk Terminals","True",0.0453507
2011,"0602WCTRNT1NICH","CT AIR NATIONAL GUARD","Stack Air Releases","HARTFORD","CT","Naphthalene","999 Other","False",0.0453202
2016,"11547MBLLGSHORE","GLOBAL COS LLC GLENWOOD LANDING TERMINAL","Fugitive Air Releases","NASSAU","NY","Toluene","4247 Petroleum Bulk Terminals","True",0.0453007
2013,"06450CNNCX400RE","3M PURIFICATION INC (FORMERLY CUNO INC)","Stack Air Releases","NEW HAVEN","CT","Formic acid","333 Machinery","False",0.0452704
2016,"06852KNGNDSCIEN","KING INDUSTRIES INC","Stack Air Releases","FAIRFIELD","CT","Methanol","325 Chemicals","False",0.0450828
2009,"06897PRKNL77DAN","ASML US LLC","Stack Air Releases","FAIRFIELD","CT","Mercury","333 Machinery","False",0.0450309
2008,"0602WCTRNT1NICH","CT AIR NATIONAL GUARD","Stack Air Releases","HARTFORD","CT","Naphthalene","999 Other","False",0.044979
2015,"0605WSHRTP29IND","SHURTAPE TECHNOLOGIES LLC","Fugitive Air Releases","LITCHFIELD","CT","n-Hexane","322 Paper","False",0.0449123
2008,"06897PRKNL77DAN","ASML US LLC","Stack Air Releases","FAIRFIELD","CT","Mercury","333 Machinery","False",0.0448936
2011,"06497HMPFR292LO","HAMPFORD RESEARCH INC","Stack Air Releases","FAIRFIELD","CT","Toluene","325 Chemicals","False",0.0448787
2018,"06610BRDGP50CRO","TRADEBE TREATMENT & RECYCLING OF BRIDGEPORT LLC","Transfers to POTWs","FAIRFIELD","CT","Naphthalene","562 Hazardous Waste","True",0.04486989
2018,"06490SPRRPLACEY","SUPERIOR PLATING CO","Direct Water Releases","FAIRFIELD","CT","Lead compounds","332 Fabricated Metals","False",0.0448546
2015,"11747TSCPP586UN","NORTHVILLE INDUSTRIES CORP - HOLTSVILLE TERMINAL","Fugitive Air Releases","SUFFOLK","NY","n-Hexane","4247 Petroleum Bulk Terminals","True",0.0447879
2007,"06897PRKNL77DAN","ASML US LLC","Stack Air Releases","FAIRFIELD","CT","Mercury","333 Machinery","False",0.0447563
2019,"06704DVNCD1875T","LUVATA WATERBURY INC","Stack Air Releases","NEW HAVEN","CT","o-Cresol","331 Primary Metals","False",0.0446701
2016,"06497HMPFR292LO","HAMPFORD RESEARCH INC","Fugitive Air Releases","FAIRFIELD","CT","Methanol","325 Chemicals","False",0.0446624
2014,"06111DVNCD681NM","ADVANCED ADHESIVE SYSTEMS INC","Off-Site Incineration","HARTFORD","CT","Methyl methacrylate","325 Chemicals","False",0.0446441
2019,"06451NTDLR136GR","TRADEBE TREATMENT & RECYCLING NORTHEAST LLC","Stack Air Releases","NEW HAVEN","CT","Methanol","562 Hazardous Waste","True",0.0445989
2015,"06723THWTR114PO","WATERBURY PLATING LLC","Transfers to POTWs","NEW HAVEN","CT","Nickel compounds","332 Fabricated Metals","False",0.0445368
2008,"06480SFTYK56BRW","SAFETY-KLEEN SYSTEMS INC","Fugitive Air Releases","MIDDLESEX","CT","Methanol","4247 Petroleum Bulk Terminals","True",0.0444091
2019,"06704DVNCD1875T","LUVATA WATERBURY INC","Fugitive Air Releases","NEW HAVEN","CT","o-Cresol","331 Primary Metals","False",0.0443753
2019,"06497HMPFR292LO","HAMPFORD RESEARCH INC","Stack Air Releases","FAIRFIELD","CT","Formic acid","325 Chemicals","False",0.0443448
2011,"06450CNNCX400RE","3M PURIFICATION INC (FORMERLY CUNO INC)","Transfers to POTWs","NEW HAVEN","CT","Methanol","333 Machinery","False",0.04432579
2009,"06607BRDGP250EA","SPRAGUE BRIDGEPORT TERMINAL","Fugitive Air Releases","FAIRFIELD","CT","Toluene","4247 Petroleum Bulk Terminals","True",0.0442685
2016,"06492MRCNCSOUTH","ALLNEX USA INC WALLINGFORD CT SITE","Off-Site Incineration","NEW HAVEN","CT","Xylene (mixed isomers)","325 Chemicals","False",0.04423288
2016,"06450CNNCX400RE","3M PURIFICATION INC (FORMERLY CUNO INC)","Stack Air Releases","NEW HAVEN","CT","Methanol","333 Machinery","False",0.0441732
2007,"06340GNRLD75EAS","ELECTRIC BOAT CORP","Direct Water Releases","NEW LONDON","CT","Lead","336 Transportation Equipment","False",0.0441615
2009,"06461BCCNS565BI","BIC CONSUMER PRODUCTS MANUFACTURING CO INC","Fugitive Air Releases","NEW HAVEN","CT","Ammonia","339 Miscellaneous Manufacturing","False",0.0440395
2010,"06450CNNCX400RE","3M PURIFICATION INC (FORMERLY CUNO INC)","Transfers to POTWs","NEW HAVEN","CT","Methanol","333 Machinery","False",0.04399958
2013,"06704SDLNC1875T","SEIDEL INC","Direct Water Releases","NEW HAVEN","CT","Nitrate compounds","332 Fabricated Metals","False",0.0439957
2008,"06010MTLFN60WOO","METAL FINISHING TECHNOLOGIES LLC","Transfers to POTWs","HARTFORD","CT","Zinc compounds","332 Fabricated Metals","False",0.04395702
2008,"06512CRRNT30TYL","CURRENT INC","Stack Air Releases","NEW HAVEN","CT","Methanol","326 Plastics and Rubber","False",0.0439368
2019,"06852KNGNDSCIEN","KING INDUSTRIES INC","Stack Air Releases","FAIRFIELD","CT","Zinc compounds","325 Chemicals","False",0.0439137
2014,"06607BRDGP250EA","SPRAGUE BRIDGEPORT TERMINAL","Stack Air Releases","FAIRFIELD","CT","Toluene","4247 Petroleum Bulk Terminals","True",0.0438409
2016,"0605WSHRTP29IND","SHURTAPE TECHNOLOGIES LLC","Fugitive Air Releases","LITCHFIELD","CT","n-Hexane","322 Paper","False",0.0438224
2010,"06516DTSCH14FAR","DEITSCH PLASTIC CO INC","Stack Air Releases","NEW HAVEN","CT","Toluene","313 Textiles","False",0.0437832
2016,"06111TLNTC549CE","BEACON INDUSTRIES INC","Transfers to POTWs","HARTFORD","CT","Chromium","336 Transportation Equipment","False",0.0436554
2009,"06340GNRLD75EAS","ELECTRIC BOAT CORP","Direct Water Releases","NEW LONDON","CT","Lead","336 Transportation Equipment","False",0.0435833
2015,"06791GNDST255BG","O&G INDUSTRIES INC","Stack Air Releases","LITCHFIELD","CT","Benzo(g,h,i)perylene","324 Petroleum","False",0.0435719
2015,"06450CNNCX400RE","3M PURIFICATION INC (FORMERLY CUNO INC)","Stack Air Releases","NEW HAVEN","CT","Methanol","333 Machinery","False",0.0434918
2012,"06450CNNCX400RE","3M PURIFICATION INC (FORMERLY CUNO INC)","Stack Air Releases","NEW HAVEN","CT","Formic acid","333 Machinery","False",0.0434251
2016,"06497HMPFR292LO","HAMPFORD RESEARCH INC","Fugitive Air Releases","FAIRFIELD","CT","Formic acid","325 Chemicals","False",0.0433674
2014,"06382STNCN125DE","WESTROCK CP LLC","Stack Air Releases","NEW LONDON","CT","Polycyclic aromatic compounds","322 Paper","False",0.0433387
2014,"06492MRCNCSOUTH","ALLNEX USA INC WALLINGFORD CT SITE","Fugitive Air Releases","NEW HAVEN","CT","Toluene","325 Chemicals","False",0.0433163
2013,"06791GNDST255BG","O&G INDUSTRIES INC","Stack Air Releases","LITCHFIELD","CT","Benzo(g,h,i)perylene","324 Petroleum","False",0.0433151
2019,"06708MRRRP346HU","MIRROR POLISHING & PLATING CO INC","Transfers to POTWs","NEW HAVEN","CT","Chromium compounds","332 Fabricated Metals","False",0.0433024
2018,"06607BRDGP250EA","SPRAGUE BRIDGEPORT TERMINAL","Fugitive Air Releases","FAIRFIELD","CT","Ethylbenzene","4247 Petroleum Bulk Terminals","True",0.0432566
2009,"11701SFTYK8SEAB","SAFETY-KLEEN SYSTEMS AMITYVILLE (ANY)","Fugitive Air Releases","SUFFOLK","NY","Ethylene glycol","562 Hazardous Waste","True",0.0431751
2015,"11742PRDSL6LONG","PRIDE SOLVENT & CHEMICAL CO OF NY INC","Stack Air Releases","SUFFOLK","NY","Toluene","4246 Chemical Wholesalers","True",0.0430706
2007,"06450CNNCX400RE","3M PURIFICATION INC (FORMERLY CUNO INC)","Stack Air Releases","NEW HAVEN","CT","Methanol","333 Machinery","False",0.0430006
2015,"06043SYNDT201BO","SIMONIZ USA INC","Stack Air Releases","TOLLAND","CT","Glycol ethers","325 Chemicals","False",0.0429932
2017,"06604BRDGP1ATLA","PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","Stack Air Releases","FAIRFIELD","CT","Mercury compounds","2211 Electric Utilities","True",0.042992
2019,"06804PHRMC58VAL","GREENFIELD GLOBAL USA INC","Fugitive Air Releases","FAIRFIELD","CT","n-Hexane","325 Chemicals","False",0.042936
2014,"06043SYNDT201BO","SIMONIZ USA INC","Stack Air Releases","TOLLAND","CT","Glycol ethers","325 Chemicals","False",0.0428398
2011,"06490SPRRPLACEY","SUPERIOR PLATING CO","Direct Water Releases","FAIRFIELD","CT","Lead compounds","332 Fabricated Metals","False",0.0428291
2009,"06382MNTVL74LAT","MONTVILLE POWER LLC","Stack Air Releases","NEW LONDON","CT","Polycyclic aromatic compounds","2211 Electric Utilities","True",0.0428266
2012,"06902PLYCS69SOU","SPARTECH LLC","Stack Air Releases","FAIRFIELD","CT","Methyl methacrylate","326 Plastics and Rubber","False",0.042759
2008,"0605WSHRTP29IND","SHURTAPE TECHNOLOGIES LLC","Stack Air Releases","LITCHFIELD","CT","Toluene","322 Paper","False",0.0427419
2015,"0600WTRBTC144BL","TURBOTEC PRODUCTS INC","Fugitive Air Releases","HARTFORD","CT","Copper","332 Fabricated Metals","False",0.0427199
2013,"06043SYNDT201BO","SIMONIZ USA INC","Stack Air Releases","TOLLAND","CT","Glycol ethers","325 Chemicals","False",0.0426952
2008,"06382MNTVL74LAT","MONTVILLE POWER LLC","Stack Air Releases","NEW LONDON","CT","Polycyclic aromatic compounds","2211 Electric Utilities","True",0.0426929
2019,"11901DCHMN1852O","BERRY SPECIALTY TAPES LLC","Fugitive Air Releases","SUFFOLK","NY","Toluene","322 Paper","False",0.0426724
2011,"06461BCCNS565BI","BIC CONSUMER PRODUCTS MANUFACTURING CO INC","Fugitive Air Releases","NEW HAVEN","CT","Ammonia","339 Miscellaneous Manufacturing","False",0.0426444
2007,"11733NRTHV19TER","NORTHVILLE INDUSTRIES CORP - SETAUKET TERMINAL","Fugitive Air Releases","SUFFOLK","NY","1,2,4-Trimethylbenzene","4247 Petroleum Bulk Terminals","True",0.0426168
2011,"10509HPTRN1650R","HIPOTRONICS INC","Fugitive Air Releases","PUTNAM","NY","Lead","334 Computers and Electronic Products","False",0.0425906
2013,"06516DTSCH14FAR","DEITSCH PLASTIC CO INC","Stack Air Releases","NEW HAVEN","CT","Toluene","313 Textiles","False",0.0425601
2012,"06043SYNDT201BO","SIMONIZ USA INC","Stack Air Releases","TOLLAND","CT","Glycol ethers","325 Chemicals","False",0.0425554
2012,"06450CNNCX400RE","3M PURIFICATION INC (FORMERLY CUNO INC)","Transfers to POTWs","NEW HAVEN","CT","Methanol","333 Machinery","False",0.04253063
2010,"10509HPTRN1650R","HIPOTRONICS INC","Fugitive Air Releases","PUTNAM","NY","Lead","334 Computers and Electronic Products","False",0.0424943
2013,"06450CNNCX400RE","3M PURIFICATION INC (FORMERLY CUNO INC)","Transfers to POTWs","NEW HAVEN","CT","Methanol","333 Machinery","False",0.04244474
2011,"06043SYNDT201BO","SIMONIZ USA INC","Stack Air Releases","TOLLAND","CT","Glycol ethers","325 Chemicals","False",0.0424201
2007,"06704SDLNC1875T","SEIDEL INC","Direct Water Releases","NEW HAVEN","CT","Nitrate compounds","332 Fabricated Metals","False",0.0423508
2012,"06497HMPFR292LO","HAMPFORD RESEARCH INC","Fugitive Air Releases","FAIRFIELD","CT","Formic acid","325 Chemicals","False",0.042336
2012,"06110NTMGC111VA","NUTMEG CHROME CORP","Direct Water Releases","HARTFORD","CT","Lead compounds","332 Fabricated Metals","False",0.0422969
2010,"06043SYNDT201BO","SIMONIZ USA INC","Stack Air Releases","TOLLAND","CT","Glycol ethers","325 Chemicals","False",0.0422923
2016,"06405TRBNC4COMM","TURBINE COMPONENTS CORP","Transfers to POTWs","NEW HAVEN","CT","Chromium","332 Fabricated Metals","False",0.0422627
2017,"11547MBLLGSHORE","GLOBAL COS LLC GLENWOOD LANDING TERMINAL","Fugitive Air Releases","NASSAU","NY","Toluene","4247 Petroleum Bulk Terminals","True",0.0422614
2007,"10509HPTRN1650R","HIPOTRONICS INC","Fugitive Air Releases","PUTNAM","NY","Lead","334 Computers and Electronic Products","False",0.0422164
2019,"11742RCHRD607UN","RICHARD M FLYNN POWER PLANT","Fugitive Air Releases","SUFFOLK","NY","1,2,4-Trimethylbenzene","2211 Electric Utilities","True",0.0421793
2008,"06461BCCNS565BI","BIC CONSUMER PRODUCTS MANUFACTURING CO INC","Fugitive Air Releases","NEW HAVEN","CT","Ammonia","339 Miscellaneous Manufacturing","False",0.0420951
2008,"06706SMRST215PI","WIELAND ROLLED PRODUCTS NA - WATERBURY FACILITY","Direct Water Releases","NEW HAVEN","CT","Lead","331 Primary Metals","False",0.042062
2013,"11547MBLLGSHORE","GLOBAL COS LLC GLENWOOD LANDING TERMINAL","Stack Air Releases","NASSAU","NY","Toluene","4247 Petroleum Bulk Terminals","True",0.0420379
2018,"06460CPCNC15216","CAAP CO INC","Stack Air Releases","NEW HAVEN","CT","Methyl isobutyl ketone","325 Chemicals","False",0.0419827
2017,"06460CPCNC15216","CAAP CO INC","Stack Air Releases","NEW HAVEN","CT","Methyl isobutyl ketone","325 Chemicals","False",0.041926
2011,"06450THMLL99CEN","MILLER CO","Transfers to POTWs","NEW HAVEN","CT","Copper compounds","331 Primary Metals","False",0.0418572
2010,"06340GNRLD75EAS","ELECTRIC BOAT CORP","Direct Water Releases","NEW LONDON","CT","Lead","336 Transportation Equipment","False",0.041857
2019,"06410GSTCH1855P","OGS TECHNOLOGIES INC","Stack Air Releases","NEW HAVEN","CT","Lead compounds","332 Fabricated Metals","False",0.0418406
2015,"06460CPCNC15216","CAAP CO INC","Stack Air Releases","NEW HAVEN","CT","Methyl isobutyl ketone","325 Chemicals","False",0.0418249
2011,"06607BRDGP250EA","SPRAGUE BRIDGEPORT TERMINAL","Fugitive Air Releases","FAIRFIELD","CT","1,2,4-Trimethylbenzene","4247 Petroleum Bulk Terminals","True",0.0418168
2017,"06492MRCNCSOUTH","ALLNEX USA INC WALLINGFORD CT SITE","Fugitive Air Releases","NEW HAVEN","CT","Toluene","325 Chemicals","False",0.0417973
2014,"06460CPCNC15216","CAAP CO INC","Stack Air Releases","NEW HAVEN","CT","Methyl isobutyl ketone","325 Chemicals","False",0.0417794
2016,"06070NSGNB640HO","ENSIGN-BICKFORD AEROSPACE & DEFENSE CO","Fugitive Air Releases","HARTFORD","CT","Lead compounds","332 Fabricated Metals","False",0.0417775
2013,"06460CPCNC15216","CAAP CO INC","Stack Air Releases","NEW HAVEN","CT","Methyl isobutyl ketone","325 Chemicals","False",0.041737
2012,"06460CPCNC15216","CAAP CO INC","Stack Air Releases","NEW HAVEN","CT","Methyl isobutyl ketone","325 Chemicals","False",0.041697
2011,"06460CPCNC15216","CAAP CO INC","Stack Air Releases","NEW HAVEN","CT","Methyl isobutyl ketone","325 Chemicals","False",0.0416601
2015,"06607BRDGP250EA","SPRAGUE BRIDGEPORT TERMINAL","Stack Air Releases","FAIRFIELD","CT","Toluene","4247 Petroleum Bulk Terminals","True",0.0416546
2018,"06410GSTCH1855P","OGS TECHNOLOGIES INC","Stack Air Releases","NEW HAVEN","CT","Lead compounds","332 Fabricated Metals","False",0.0416522
2010,"06460CPCNC15216","CAAP CO INC","Stack Air Releases","NEW HAVEN","CT","Methyl isobutyl ketone","325 Chemicals","False",0.041625
2009,"06460CPCNC15216","CAAP CO INC","Stack Air Releases","NEW HAVEN","CT","Methyl isobutyl ketone","325 Chemicals","False",0.0415913
2014,"11771CMMNDONECO","COMMANDER TERMINALS LLC","Stack Air Releases","NASSAU","NY","1,2,4-Trimethylbenzene","4247 Petroleum Bulk Terminals","True",0.0415728
2008,"06460CPCNC15216","CAAP CO INC","Stack Air Releases","NEW HAVEN","CT","Methyl isobutyl ketone","325 Chemicals","False",0.0415576
2012,"06607SFTYK244SE","SAFETY-KLEEN SYSTEMS INC","Fugitive Air Releases","FAIRFIELD","CT","Ethylene glycol","4247 Petroleum Bulk Terminals","True",0.041527
2007,"06460CPCNC15216","CAAP CO INC","Stack Air Releases","NEW HAVEN","CT","Methyl isobutyl ketone","325 Chemicals","False",0.0415238
2007,"11742PRDSL6LONG","PRIDE SOLVENT & CHEMICAL CO OF NY INC","Off-Site Incineration","SUFFOLK","NY","Toluene","339 Miscellaneous Manufacturing","True",0.04152
2014,"0605WSHRTP29IND","SHURTAPE TECHNOLOGIES LLC","Fugitive Air Releases","LITCHFIELD","CT","Toluene","322 Paper","False",0.0415035
2008,"06795KLRLN856EC","PPG INDUSTRIES INC WATERTOWN","Fugitive Air Releases","LITCHFIELD","CT","1,2,4-Trimethylbenzene","325 Chemicals","False",0.0414787
2017,"06410GSTCH1855P","OGS TECHNOLOGIES INC","Stack Air Releases","NEW HAVEN","CT","Lead compounds","332 Fabricated Metals","False",0.0414708
2016,"06492MRCNCSOUTH","ALLNEX USA INC WALLINGFORD CT SITE","Direct Water Releases","NEW HAVEN","CT","Nitrate compounds","325 Chemicals","False",0.0414672
2007,"06795KLRLN856EC","PPG INDUSTRIES INC WATERTOWN","Fugitive Air Releases","LITCHFIELD","CT","1,2,4-Trimethylbenzene","325 Chemicals","False",0.0414326
2012,"06340MRDHS443EA","BUCKEYE TERMINALS, LLC - GROTON TERMINAL","Off-Site Incineration","NEW LONDON","CT","Polycyclic aromatic compounds","4247 Petroleum Bulk Terminals","False",0.0413909
2019,"06070THNSG660HO","DYNO NOBEL INC","Transfers to POTWs","HARTFORD","CT","Lead compounds","325 Chemicals","False",0.0413876
2016,"06410GSTCH1855P","OGS TECHNOLOGIES INC","Stack Air Releases","NEW HAVEN","CT","Lead compounds","332 Fabricated Metals","False",0.0412961
2010,"06492MRCNCSOUTH","ALLNEX USA INC WALLINGFORD CT SITE","Stack Air Releases","NEW HAVEN","CT","Ethylene glycol","325 Chemicals","False",0.041175
2013,"0605WSHRTP29IND","SHURTAPE TECHNOLOGIES LLC","Fugitive Air Releases","LITCHFIELD","CT","Toluene","322 Paper","False",0.0411357
2015,"06410GSTCH1855P","OGS TECHNOLOGIES INC","Stack Air Releases","NEW HAVEN","CT","Lead compounds","332 Fabricated Metals","False",0.0411272
2015,"11901DCHMN1852O","BERRY SPECIALTY TAPES LLC","Stack Air Releases","SUFFOLK","NY","n-Hexane","322 Paper","False",0.0411171
2009,"06460WRNRL10WEB","SCHICK MANUFACTURING INC","Stack Air Releases","NEW HAVEN","CT","Polycyclic aromatic compounds","332 Fabricated Metals","False",0.0410774
2011,"11742PRDSL6LONG","PRIDE SOLVENT & CHEMICAL CO OF NY INC","Stack Air Releases","SUFFOLK","NY","Toluene","4246 Chemical Wholesalers","True",0.0410648
2019,"06450CNNCX400RE","3M PURIFICATION INC (FORMERLY CUNO INC)","Stack Air Releases","NEW HAVEN","CT","Formic acid","333 Machinery","False",0.0410566
2014,"06410GSTCH1855P","OGS TECHNOLOGIES INC","Stack Air Releases","NEW HAVEN","CT","Lead compounds","332 Fabricated Metals","False",0.040965
2018,"06450CNNCX400RE","3M PURIFICATION INC (FORMERLY CUNO INC)","Stack Air Releases","NEW HAVEN","CT","Methanol","333 Machinery","False",0.0409519
2008,"11788RRSRC225MA","PALL CORP","Direct Water Releases","SUFFOLK","NY","tert-Butyl alcohol","333 Machinery","False",0.0409499
2012,"06095GLDNN436HA","THERMAL SOLUTIONS MANUFACTURING, INC","Fugitive Air Releases","HARTFORD","CT","Lead","336 Transportation Equipment","False",0.0408264
2013,"06410GSTCH1855P","OGS TECHNOLOGIES INC","Stack Air Releases","NEW HAVEN","CT","Lead compounds","332 Fabricated Metals","False",0.0408078
2009,"11901DCHMN1852O","BERRY SPECIALTY TAPES LLC","Off-Site Incineration","SUFFOLK","NY","Xylene (mixed isomers)","322 Paper","False",0.04078185
2013,"06854NRWLKMANRE","NRG ENERGY NORWALK HARBOR STATION","Stack Air Releases","FAIRFIELD","CT","Ammonia","2211 Electric Utilities","True",0.0406978
2010,"06461BCCNS565BI","BIC CONSUMER PRODUCTS MANUFACTURING CO INC","Fugitive Air Releases","NEW HAVEN","CT","Ammonia","339 Miscellaneous Manufacturing","False",0.0406916
2010,"06111KNYMN1170M","KEENEY MANUFACTURING CO INC","Stack Air Releases","HARTFORD","CT","Lead","332 Fabricated Metals","False",0.0406746
2007,"11742PRDSL6LONG","PRIDE SOLVENT & CHEMICAL CO OF NY INC","Off-Site Incineration","SUFFOLK","NY","n-Hexane","339 Miscellaneous Manufacturing","True",0.0406592
2012,"06410GSTCH1855P","OGS TECHNOLOGIES INC","Stack Air Releases","NEW HAVEN","CT","Lead compounds","332 Fabricated Metals","False",0.0406564
2010,"11901DCHMN1852O","BERRY SPECIALTY TAPES LLC","Fugitive Air Releases","SUFFOLK","NY","Vinyl acetate","322 Paper","False",0.040627
2009,"06010MTLFN60WOO","METAL FINISHING TECHNOLOGIES LLC","Fugitive Air Releases","HARTFORD","CT","Hydrochloric acid","332 Fabricated Metals","False",0.0405765
2011,"06410GSTCH1855P","OGS TECHNOLOGIES INC","Stack Air Releases","NEW HAVEN","CT","Lead compounds","332 Fabricated Metals","False",0.0405147
2011,"11547MBLLGSHORE","GLOBAL COS LLC GLENWOOD LANDING TERMINAL","Fugitive Air Releases","NASSAU","NY","1,2,4-Trimethylbenzene","4247 Petroleum Bulk Terminals","True",0.0403938
2012,"06517GLFLL42850","GULF OIL LP NEW HAVEN TERMINAL","Fugitive Air Releases","NEW HAVEN","CT","Cyclohexane","4247 Petroleum Bulk Terminals","True",0.0403938
2019,"06492MRCNCSOUTH","ALLNEX USA INC WALLINGFORD CT SITE","Off-Site Incineration","NEW HAVEN","CT","Formaldehyde","325 Chemicals","False",0.0403835
2013,"11547MBLLGSHORE","GLOBAL COS LLC GLENWOOD LANDING TERMINAL","Fugitive Air Releases","NASSAU","NY","Toluene","4247 Petroleum Bulk Terminals","True",0.0403493
2016,"06787QLTYR135SO","UNIMETAL SURFACE FINISHING LLC","Direct Water Releases","LITCHFIELD","CT","Zinc compounds","332 Fabricated Metals","False",0.0403032
2014,"06037MHRTN225EP","CORBIN RUSSWIN","Direct Water Releases","HARTFORD","CT","Zinc compounds","332 Fabricated Metals","False",0.0402861
2012,"11901DCHMN1852O","BERRY SPECIALTY TAPES LLC","Fugitive Air Releases","SUFFOLK","NY","Toluene","322 Paper","False",0.0402782
2015,"06111DVNCD681NM","ADVANCED ADHESIVE SYSTEMS INC","Off-Site Incineration","HARTFORD","CT","Methyl methacrylate","325 Chemicals","False",0.040229
2018,"0605WSHRTP29IND","SHURTAPE TECHNOLOGIES LLC","Fugitive Air Releases","LITCHFIELD","CT","Toluene","322 Paper","False",0.0401523
2019,"06490SPRRPLACEY","SUPERIOR PLATING CO","Direct Water Releases","FAIRFIELD","CT","Lead compounds","332 Fabricated Metals","False",0.0401279
2013,"06790RBCRC2788W","RBC AIRCRAFT PRODUCTS INC","Transfers to POTWs","LITCHFIELD","CT","Chromium","332 Fabricated Metals","False",0.0401159
2012,"06512NRTHS481ES","SHELL NEW HAVEN TERMINAL","Fugitive Air Releases","NEW HAVEN","CT","Toluene","4247 Petroleum Bulk Terminals","True",0.0400589
